ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BLEU,BERTScore,Model
0.34883720436992977,0.06818181327479374,0.32558139041644135,0.2860383064516129,5.48266084019046e-155,0.8991312980651855,nemotron-mini
0.4705882302948097,0.229166661701389,0.42352940676539796,0.3958691910499139,0.17896311847142105,0.8940067887306213,nemotron-mini
0.2666666617742223,0.07692307208415546,0.23999999510755565,0.1966843807763401,3.6922935867684794e-155,0.8519812226295471,nemotron-mini
0.15384614974112437,0.0,0.15384614974112437,0.15564853556485356,5.3467778387733563e-79,0.8650540113449097,nemotron-mini
0.27848100779362284,0.1348314559525314,0.25316455209742034,0.21652470187393524,0.0871789640036787,0.8632138967514038,nemotron-mini
0.29508196234748735,0.05555555074459918,0.26229507710158567,0.31892680265256446,1.505642039889299e-78,0.8579449653625488,nemotron-mini
0.33333332879247024,0.1449275316950222,0.30303029848943985,0.46675935786691913,0.08966592262979808,0.8784435391426086,nemotron-mini
0.4153846103952663,0.13605441678744987,0.3692307642414202,0.3531681530494821,0.11588978760701636,0.8857188820838928,nemotron-mini
0.19999999722222223,0.06779660758402768,0.19999999722222223,0.10945487181488271,3.991298696960618e-80,0.8635141849517822,nemotron-mini
0.29333332837688897,0.04999999515312547,0.213333328376889,0.17353259692440978,3.525651741014177e-155,0.871562123298645,nemotron-mini
0.3421052583275624,0.18181817702737615,0.31578946885387815,0.25444910771834695,0.13170021119670108,0.8743197917938232,nemotron-mini
0.15384614884675782,0.0,0.15384614884675782,0.14358108108108109,3.4474367665037588e-155,0.8553903102874756,nemotron-mini
0.2608695606805294,0.06249999536675382,0.21739129981096417,0.309927204792888,0.06834041280676516,0.8576504588127136,nemotron-mini
0.4666666617555556,0.17475727684795941,0.4666666617555556,0.3139240506329114,0.13879098407867857,0.8919922709465027,nemotron-mini
0.27027026540175314,0.051948047016360736,0.21621621134769914,0.22946977834195886,4.836778767233448e-155,0.8619621992111206,nemotron-mini
0.577319582654905,0.2970296979825508,0.556701025953874,0.5800617663228018,0.26562129973932264,0.9145930409431458,nemotron-mini
0.13333332833333353,0.031249995004883614,0.13333332833333353,0.11392405063291139,3.5811121042759138e-155,0.8438615798950195,nemotron-mini
0.5050505000918274,0.2718446552059573,0.46464645968778695,0.4863709492918871,0.22455964026371708,0.9022723436355591,nemotron-mini
0.1568627403306422,0.0,0.11764705405613245,0.0958904109589041,2.664854887307509e-155,0.8800665140151978,nemotron-mini
0.29906541557166566,0.0499999950125005,0.24299064921652555,0.23129637423618904,1.4900770916196482e-78,0.8651333451271057,nemotron-mini
0.12765956965142616,0.0,0.12765956965142616,0.07668711656441718,5.63021527869305e-232,0.8513267040252686,nemotron-mini
0.3298969023063025,0.07619047129251733,0.30927834560527157,0.3401654081265733,1.5937897736508344e-78,0.8685850501060486,nemotron-mini
0.4888888839283951,0.22857142364807267,0.4666666617061728,0.40290362674120234,0.1135934605928923,0.8930479288101196,nemotron-mini
0.3076923029585799,0.052173908406805705,0.2884615337278107,0.3040178571428571,5.05568291634442e-155,0.874440610408783,nemotron-mini
0.20618556212987577,0.03883494666415367,0.18556700542884486,0.14412788857233302,1.0305661052932644e-78,0.8537474870681763,nemotron-mini
0.19047618639455788,0.03571428179209227,0.15238094829931983,0.10439088052648506,8.544565697990187e-156,0.8429514765739441,nemotron-mini
0.2298850524877792,0.06249999505425387,0.2298850524877792,0.19823978071011078,1.4850332525602935e-78,0.8600861430168152,nemotron-mini
0.19672130648750352,0.0,0.13114753599570028,0.25679639029892837,3.741919378248282e-155,0.8761285543441772,nemotron-mini
0.18421052144044334,0.0,0.13157894249307495,0.1683937823834197,1.2296670260879681e-231,0.8714996576309204,nemotron-mini
0.27450979911380247,0.09009008538592671,0.2156862697020378,0.1754518703381229,3.042688449517321e-155,0.8718991875648499,nemotron-mini
0.4871794823898752,0.21686746504282198,0.41025640546679815,0.6614379084967321,0.18852858983597656,0.9133936166763306,nemotron-mini
0.38356163904672547,0.136986296641021,0.3561643787727529,0.31499500998003993,0.092522651315207,0.8698147535324097,nemotron-mini
0.2222222172335602,0.0937499950048831,0.1904761854875285,0.29523809523809524,0.1079778034893904,0.8849952220916748,nemotron-mini
0.23636363202479346,0.015267171216130838,0.19999999566115712,0.2898136271394111,3.9956984775989625e-155,0.8514782786369324,nemotron-mini
0.14634145884295077,0.0,0.14634145884295077,0.23122655122655125,4.244775781497856e-155,0.866730809211731,nemotron-mini
0.2558139489453759,0.022222217706173757,0.20930232103839924,0.259159449665254,4.3521358589488775e-155,0.845461368560791,nemotron-mini
0.41176470101799306,0.18627450510428695,0.3411764657238755,0.31314456404757773,0.10801750776731812,0.8735851645469666,nemotron-mini
0.16666666210562428,0.0,0.16666666210562428,0.11150234741784039,4.333564733290902e-232,0.8571764230728149,nemotron-mini
0.17721518487421903,0.04651162293131476,0.17721518487421903,0.2085424333667893,1.503635805829082e-78,0.8646659255027771,nemotron-mini
0.2735042688114545,0.06249999517578163,0.22222221752940327,0.2422225334765103,1.5891507933673597e-78,0.8782510757446289,nemotron-mini
0.3124999953667535,0.07766989836553895,0.2916666620334202,0.31075875995662094,5.673571702731169e-155,0.8531047701835632,nemotron-mini
